epoch,step,train/loss_epoch,train/loss_step,train/lr,train/tv_epoch,train/tv_step
0,99,,0.16339093446731567,1.485000302636763e-05,,0.16339093446731567
0,199,,0.17016205191612244,2.985000355693046e-05,,0.17016205191612244
0,299,,0.11025936901569366,4.485000317799859e-05,,0.11025936901569366
0,399,,0.14627045392990112,5.985000098007731e-05,,0.14627045392990112
0,499,,0.21443545818328857,7.485000242013484e-05,,0.21443545818328857
0,599,,0.11445556581020355,8.985000022221357e-05,,0.11445556581020355
0,699,,0.10829731076955795,0.0001048500053002499,,0.10829731076955795
0,799,,0.1348249316215515,0.00011985000310232863,,0.1348249316215515
0,899,,0.1129949763417244,0.00013485000818036497,,0.1129949763417244
0,999,,0.0813744068145752,0.0001498500059824437,,0.0813744068145752
0,1099,,0.09620894491672516,0.00016485000378452241,,0.09620894491672516
0,1199,,0.014341747388243675,0.00017985000158660114,,0.014341747388243675
0,1299,,0.1793738305568695,0.00019484999938867986,,0.1793738305568695
0,1399,,0.054399359971284866,0.00020984999719075859,,0.054399359971284866
0,1499,,0.10045106709003448,0.0002248499949928373,,0.10045106709003448
0,1599,,0.12707960605621338,0.00023985000734683126,,0.12707960605621338
0,1699,,0.1442369818687439,0.00025484999059699476,,0.1442369818687439
0,1799,,0.11343491077423096,0.0002698499883990735,,0.11343491077423096
0,1899,,0.12999090552330017,0.0002848499862011522,,0.12999090552330017
0,1999,,0.11516866832971573,0.0002998500131070614,,0.11516866832971573
0,2099,,0.0822216123342514,0.00029999687103554606,,0.0822216123342514
0,2199,,0.03977683559060097,0.00029998732497915626,,0.03977683559060097
0,2299,,0.08842693269252777,0.00029997137608006597,,0.08842693269252777
0,2399,,0.14746461808681488,0.0002999490243382752,,0.14746461808681488
0,2499,,0.07307377457618713,0.00029992026975378394,,0.07307377457618713
0,2599,,0.11297035217285156,0.0002998851123265922,,0.11297035217285156
0,2699,,0.11191128939390182,0.00029984358116053045,,0.11191128939390182
0,2799,,0.0788639485836029,0.00029979561804793775,,0.0788639485836029
0,2899,,0.06099871173501015,0.00029974128119647503,,0.06099871173501015
0,2999,,0.030806612223386765,0.0002996805415023118,,0.030806612223386765
0,3099,,0.023558422923088074,0.0002996134280692786,,0.023558422923088074
0,3199,,0.06401412189006805,0.0002995399117935449,,0.06401412189006805
0,3299,,0.010466465726494789,0.00029946002177894115,,0.010466465726494789
